,Time Stamp,LUT ID,Satellite ID,Pass ID,Type,Beacon ID,Rx Time,Time Offset (ns),Frequency (Hz),Freq Offset (Hz),Freq Bandwidth (Hz),CNR (dB-Hz),SNR (dB-Hz),Mod Index (rad),Short Msg Index,FS Message Index,FS Bit Offset,Bit Errors Fsynch,Bit Rate (bps),Beacon Message
13,2020/081 22:32:27.311,3166,217,759,1,A79C0 00000 00001,2020/081 22:32:27.311,0,406062421.5,0,2.861,37.632,39.861,1.273,0.312,0,3125,0,400.037,FFFE2F 53CE00 000000 000D14 8E5071 95BD1A
14,2020/081 22:31:37.789,3166,217,759,1,A79C0 00000 00001,2020/081 22:31:37.789,0,406062421.9,0,2.861,38.02,39.566,1.274,0.307,0,4999,0,400.022,FFFE2F 53CE00 000000 000D14 8E503E 6E110B
15,2020/081 22:30:46.665,3166,217,759,1,A79C0 00000 00001,2020/081 22:30:46.665,0,406062422.1,0,2.861,39.42,41.744,1.265,0.286,0,77,0,400.022,FFFE2F 53CE00 000000 000D14 8E5075 00D7B8
16,2020/081 22:29:57.882,3166,217,759,1,A79C0 00000 00001,2020/081 22:29:57.882,0,406062423.1,0,2.861,39.516,41.502,1.266,0.278,0,5001,0,400.022,FFFE2F 53CE00 000000 000D14 8E5055 81FC60
17,2020/081 22:29:08.101,3166,217,759,1,A79C0 00000 00001,2020/081 22:29:08.101,0,406062423.8,0,2.861,40.144,42.504,1.299,0.262,1,5000,3,400.022,F8FE2F 53CE00 000000 000D14 8E50AF EAFE77
18,2020/081 22:28:19.321,3166,217,759,1,A79C0 00000 00001,2020/081 22:28:19.321,0,406062424.8,0,2.861,41.252,43.53,1.255,0.272,0,78,0,400.052,FFFE2F 53CE00 000000 000D14 8E50EC 0BF293
19,2020/081 22:27:30.850,3166,217,759,1,A79C0 00000 00001,2020/081 22:27:30.850,0,406062425.8,0,2.861,35.903,38.629,1.285,0.313,0,5000,0,399.96,FFFE2F 53CE00 000000 000D14 8E5048 11A67A
20,2020/081 22:26:38.749,3166,217,759,1,A79C0 00000 00001,2020/081 22:26:38.749,0,406062429,0,2.861,39.313,41.858,1.259,0.264,0,5000,0,399.975,FFFE2F 53CE00 000000 000D14 8E5068 4B2BDD
21,2020/081 22:25:47.981,3166,217,759,1,A79C0 00000 00001,2020/081 22:25:47.981,0,406062428.3,0,2.861,41.035,42.732,1.251,0.235,0,5000,0,399.991,FFFE2F 53CE00 000000 000D14 8E5013 030D84
22,2020/081 22:19:56.108,3166,217,759,1,A79C0 00000 00001,2020/081 22:19:56.108,0,406062446.7,0,2.861,40.493,42.258,1.292,0.243,0,5001,0,399.96,FFFE2F 43CE00 000000 000D14 8E5011 2000CF
23,2020/081 22:19:07.657,3166,217,759,1,A79C0 00000 00001,2020/081 22:19:07.657,0,406062449.6,0,2.861,41.07,42.262,1.253,0.233,0,5000,0,399.991,FFFE2F 53CE00 000000 000D14 8E5080 6516D3
24,2020/081 22:18:16.494,3166,217,759,1,A79C0 00000 00001,2020/081 22:18:16.494,0,406062450.5,0,2.861,39.879,42.058,1.252,0.256,0,5000,0,400.037,FFFE2F 53CE00 000000 000D14 8E5068 288CBF
25,2020/081 22:17:27.383,3166,217,759,1,A79C0 00000 00001,2020/081 22:17:27.383,0,406062453.8,0,3.815,41.729,43.269,1.248,0.109,0,79,0,399.991,FFFE2F 53CE00 000000 000D14 8E50E0 D1867C
26,2020/081 22:16:37.533,3166,217,759,1,A79C0 00000 00001,2020/081 22:16:37.533,0,406062456.2,0,2.861,40.744,42.934,1.253,0.275,0,4999,0,400.052,FFFE2F 53CE00 000000 000D14 8E50A7 121015
27,2020/081 22:15:49.029,3166,217,759,1,A79C0 00000 00001,2020/081 22:15:49.029,0,406062458.3,0,2.861,41.195,42.724,1.252,0.267,0,5001,0,399.991,FFFE2F 53CE00 000000 000D14 8E5038 E8B20B
28,2020/081 22:15:00.599,3166,217,759,1,A79C0 00000 00001,2020/081 22:15:00.599,0,406062460.9,0,2.861,36.598,38.118,1.291,0.339,0,4961,0,399.96,FFFE2F 53CE00 000000 000D14 8E5089 6F7731
29,2020/081 22:14:08.448,3166,217,759,1,A79C0 00000 00001,2020/081 22:14:08.448,0,406062461.6,0,2.861,41.433,43.167,1.248,0.241,0,5000,0,400.006,FFFE2F 53CE00 000000 000D14 8E50CA 85C89F
30,2020/081 22:13:18.964,3166,217,759,1,A79C0 00000 00001,2020/081 22:13:18.964,0,406062462.5,0,2.861,40.039,42.114,1.251,0.25,0,5000,0,400.022,FFFE2F 53CE00 000000 000D14 8E5017 08D47E
31,2020/081 22:12:30.546,3166,217,759,1,A79C0 00000 00001,2020/081 22:12:30.546,0,406062460.4,0,4.768,37.085,38.176,1.311,0.273,0,4999,0,400.099,FFFE2F 0BCE00 000000 000D14 8E50B5 9042FA
32,2020/081 22:11:41.089,3166,217,759,1,A79C0 00000 00001,2020/081 22:11:41.089,0,406062461.6,0,2.861,40.991,42.913,1.249,0.215,0,5000,0,399.991,FFFE2F 53CE00 000000 000D14 8E5080 88213E
33,2020/081 22:10:50.234,3166,217,759,1,A79C0 00000 00001,2020/081 22:10:50.234,0,406062461.5,0,5.722,41.653,40.519,1.284,0.163,0,-390,3,400.022,FF8E2F 53CE00 000000 000D14 8E509E 22843D
34,2020/081 22:09:58.732,3166,217,759,1,A79C0 00000 00001,2020/081 22:09:58.732,0,406062462.6,0,2.861,40.85,42.65,1.246,0.215,0,5000,0,399.991,FFFE2F 53CE00 000000 000D14 8E502C DF62C6
35,2020/081 22:09:08.237,3166,217,759,1,A79C0 00000 00001,2020/081 22:09:08.237,0,406062463.6,0,2.861,41.614,43.006,1.248,0.228,0,5000,0,399.975,FFFE2F 53CE00 000000 000D14 8E50DF C0ACC9
36,2020/081 22:08:18.365,3166,217,759,1,A79C0 00000 00001,2020/081 22:08:18.365,0,406062465.9,0,2.861,41.035,42.683,1.248,0.248,0,5000,0,400.037,FFFE2F 53CE00 000000 000D14 8E5016 891467
37,2020/081 22:07:28.850,3166,217,759,1,A79C0 00000 00001,2020/081 22:07:28.850,0,406062468.7,0,2.861,41.078,42.484,1.248,0.236,0,5000,0,400.022,FFFE2F 53CE00 000000 000D14 8E5029 C3EBE6
38,2020/081 22:06:36.967,3166,217,759,1,A79C0 00000 00001,2020/081 22:06:36.967,0,406062471.1,0,3.815,42.646,44.602,1.312,0.199,0,75,0,400.083,FFFE2F 53CE00 000000 000D14 8E50FC 92CD2E
39,2020/081 22:05:49.139,3166,217,759,1,A79C0 00000 00001,2020/081 22:05:49.139,0,406062471.9,0,2.861,40.767,43.041,1.275,0.27,0,5000,0,400.022,FFFE2F 13CE00 000000 000D14 8E5018 27A826
40,2020/081 22:04:58.263,3166,217,759,1,A79C0 00000 00001,2020/081 22:04:58.263,0,406062473.4,0,2.861,41.236,43.129,1.249,0.249,0,5000,0,399.975,FFFE2F 53CE00 000000 000D14 8E50D1 A1C2C9
41,2020/081 22:04:08.367,3166,217,759,1,A79C0 00000 00001,2020/081 22:04:08.367,0,406062474.5,0,2.861,41.136,42.752,1.252,0.248,0,4999,0,400.099,FFFE2F 53CE00 000000 000D14 8E502B 7C6AA6
42,2020/081 22:03:16.912,3166,217,759,1,A79C0 00000 00001,2020/081 22:03:16.912,0,406062474.9,0,2.861,41.292,43.073,1.254,0.286,0,5000,0,399.975,FFFE2F 53CE00 000000 000D14 8E50E0 C94EF5
43,2020/081 22:00:45.155,3166,217,759,1,A79C0 00000 00001,2020/081 22:00:45.155,0,406062477.5,0,2.861,40.922,41.613,1.257,0.247,0,5000,0,400.022,FFFE2F 53CE00 000000 000D14 8E5073 E369C6
44,2020/081 21:59:56.618,3166,217,759,1,A79C0 00000 00001,2020/081 21:59:56.618,0,406062478.6,0,2.861,41.277,43.097,1.251,0.234,0,5000,0,400.037,FFFE2F 53CE00 000000 000D14 8E50F9 387297
45,2020/081 21:54:12.590,3166,217,759,1,A79C0 00000 00001,2020/081 21:54:12.590,0,406062481.9,0,2.861,42.138,43.22,1.301,0.282,0,3477,0,399.975,FFFE2F 53CE00 000000 000D14 8E5079 7DA471
46,2020/081 21:53:23.382,3166,217,759,1,A79C0 00000 00001,2020/081 21:53:23.382,0,406062481.9,0,2.861,40.886,42.774,1.285,0.254,0,5000,0,400.022,FFFE2F 53CE00 000000 000D14 8E50B0 0A9E06
