Not valid,235947,0.0000,-0.0000,0,0.00,51.00
Not valid,235948,0.0000,-0.0000,0,0.00,59.00
Not valid,235949,0.0000,-0.0000,0,0.00,58.00
Not valid,235950,0.0000,-0.0000,0,0.00,50.00
Not valid,235951,0.0000,-0.0000,0,0.00,51.00
Not valid,235952,0.0000,-0.0000,0,0.00,52.00
Not valid,235953,0.0000,-0.0000,0,0.00,53.00
Not valid,235954,0.0000,-0.0000,0,0.00,54.00
Not valid,235955,0.0000,-0.0000,0,0.00,55.00
Not valid,235956,0.0000,-0.0000,0,0.00,56.00
Not valid,235957,0.0000,-0.0000,0,0.00,57.00
Not valid,235958,0.0000,-0.0000,0,0.00,58.00
Not valid,235959,0.0000,-0.0000,0,0.00,59.00
Not valid,173059,0.0000,-0.0000,0,0.00,57.00
Not valid,173100,0.0000,-0.0000,0,0.00,5.00
Not valid,173101,0.0000,-0.0000,0,0.00,5.00
Not valid,173102,0.0000,-0.0000,0,0.00,58.00
Not valid,173103,0.0000,-0.0000,0,0.00,59.00
Not valid,173104,0.0000,-0.0000,0,0.00,5.00
Not valid,173105,0.0000,-0.0000,0,0.00,5.00
Not valid,173106,0.0000,-0.0000,0,0.00,5.00
Not valid,173107,0.0000,-0.0000,0,0.00,5.00
Not valid,173108,0.0000,-0.0000,0,0.00,53.00
Not valid,173109,0.0000,-0.0000,0,0.00,52.00
Not valid,173110,0.0000,-0.0000,0,0.00,5.00
Not valid,173111,0.0000,-0.0000,0,0.00,5.00
Not valid,173112,0.0000,-0.0000,0,0.00,58.00
Not valid,173113,0.0000,-0.0000,0,0.00,59.00
Not valid,173114,0.0000,-0.0000,0,0.00,5.00
Not valid,173115,0.0000,-0.0000,0,0.00,5.00
Not valid,173116,0.0000,-0.0000,0,0.00,5.00
Not valid,173117,0.0000,-0.0000,0,0.00,5.00
Not valid,173118,0.0000,-0.0000,0,0.00,53.00
Not valid,173119,0.0000,-0.0000,0,0.00,52.00
Not valid,173120,0.0000,-0.0000,0,0.00,58.00
Valid,173121,5041.1240,-11914.0380,8,1.10,531.60
Valid,173122,5041.1240,-11914.0370,8,1.10,532.80
Valid,173123,5041.1240,-11914.0370,8,1.10,532.90
Valid,173124,5041.1240,-11914.0370,8,1.10,532.90
Valid,173125,5041.1240,-11914.0370,8,1.10,533.00
Valid,173126,5041.1240,-11914.0370,8,1.10,533.00
Valid,173127,5041.1240,-11914.0370,8,1.10,533.10
Valid,173128,5041.1240,-11914.0370,8,1.10,533.10
Valid,173129,5041.1240,-11914.0370,8,1.10,533.20
Valid,173130,5041.1240,-11914.0370,8,1.10,533.30
Valid,173131,5041.1240,-11914.0370,8,1.10,533.30
Valid,173132,5041.1240,-11914.0370,8,1.10,533.40
Valid,173133,5041.1240,-11914.0370,8,1.10,533.40
Valid,173134,5041.1240,-11914.0370,8,1.10,533.50
Valid,173135,5041.1240,-11914.0370,8,1.10,533.60
Valid,173136,5041.1240,-11914.0370,8,1.10,533.60
Valid,173137,5041.1240,-11914.0370,8,1.10,533.70
Valid,173138,5041.1240,-11914.0370,8,1.10,533.80
Valid,173139,5041.1240,-11914.0370,8,1.10,533.80
Valid,173140,5041.1240,-11914.0370,8,1.10,533.90
Valid,173141,5041.1240,-11914.0370,8,1.10,534.00
Valid,173142,5041.1240,-11914.0370,8,1.10,534.00
Valid,173143,5041.1240,-11914.0370,8,1.10,534.10
Valid,173144,5041.1240,-11914.0370,8,1.10,534.10
Valid,173145,5041.1240,-11914.0370,8,1.10,534.20
Valid,173146,5041.1240,-11914.0370,8,1.10,534.20
Valid,173147,5041.1240,-11914.0370,8,1.10,534.20
Valid,173148,5041.1240,-11914.0370,8,1.10,534.30
Valid,173149,5041.1240,-11914.0370,8,1.10,534.30
