Not valid,235947,0.0000,-0.0000,0,0.00,50.00
Not valid,235948,0.0000,-0.0000,0,0.00,50.00
Not valid,235949,0.0000,-0.0000,0,0.00,51.00
Not valid,235950,0.0000,-0.0000,0,0.00,59.00
Not valid,235951,0.0000,-0.0000,0,0.00,58.00
Not valid,235952,0.0000,-0.0000,0,0.00,5.00
Not valid,235953,0.0000,-0.0000,0,0.00,5.00
Not valid,235954,0.0000,-0.0000,0,0.00,5.00
Not valid,235955,0.0000,-0.0000,0,0.00,5.00
Not valid,174158,0.0000,-0.0000,0,0.00,59.00
Not valid,174159,0.0000,-0.0000,0,0.00,58.00
Not valid,174200,0.0000,-0.0000,0,0.00,57.00
Not valid,174201,0.0000,-0.0000,0,0.00,51.00
Not valid,174202,0.0000,-0.0000,0,0.00,55.00
Not valid,174203,0.0000,-0.0000,0,0.00,54.00
Not valid,174204,0.0000,-0.0000,0,0.00,53.00
Not valid,174205,0.0000,-0.0000,0,0.00,52.00
Not valid,174206,0.0000,-0.0000,0,0.00,51.00
Not valid,174207,0.0000,-0.0000,0,0.00,50.00
Not valid,174208,0.0000,-0.0000,0,0.00,5.00
Not valid,174209,0.0000,-0.0000,0,0.00,5.00
Not valid,174210,0.0000,-0.0000,0,0.00,56.00
Not valid,174211,0.0000,-0.0000,0,0.00,57.00
Not valid,174212,0.0000,-0.0000,0,0.00,54.00
Not valid,174213,0.0000,-0.0000,0,0.00,55.00
Not valid,174214,0.0000,-0.0000,0,0.00,52.00
Not valid,174215,0.0000,-0.0000,0,0.00,53.00
Not valid,174216,0.0000,-0.0000,0,0.00,50.00
Not valid,174217,0.0000,-0.0000,0,0.00,51.00
Not valid,174218,0.0000,-0.0000,0,0.00,5.00
Not valid,174219,0.0000,-0.0000,0,0.00,5.00
Not valid,174220,0.0000,-0.0000,0,0.00,55.00
Valid,174221,5041.1240,-11914.0410,5,1.90,527.20
Valid,174222,5041.1240,-11914.0410,5,1.90,527.10
Valid,174223,5041.1240,-11914.0410,5,1.90,527.20
Valid,174224,5041.1240,-11914.0400,5,1.90,527.40
Valid,174225,5041.1240,-11914.0400,5,1.90,527.50
Valid,174226,5041.1240,-11914.0400,5,1.90,527.70
Valid,174227,5041.1240,-11914.0410,8,1.10,527.20
Valid,174228,5041.1240,-11914.0410,8,1.10,526.80
Valid,174229,5041.1235,-11914.0410,8,1.10,526.50
Valid,174230,5041.1235,-11914.0410,8,1.10,526.30
Valid,174231,5041.1235,-11914.0410,8,1.10,526.10
Valid,174232,5041.1235,-11914.0410,8,1.10,526.00
Valid,174233,5041.1235,-11914.0410,8,1.10,525.90
Valid,174234,5041.1235,-11914.0410,8,1.10,525.80
Valid,174235,5041.1235,-11914.0410,8,1.10,525.70
Valid,174236,5041.1235,-11914.0410,8,1.10,525.70
Valid,174237,5041.1235,-11914.0410,8,1.10,525.60
Valid,174238,5041.1235,-11914.0410,8,1.10,525.60
Valid,174239,5041.1235,-11914.0410,8,1.10,525.60
Valid,174240,5041.1235,-11914.0410,8,1.10,525.60
Valid,174241,5041.1235,-11914.0410,8,1.10,525.60
Valid,174242,5041.1235,-11914.0410,8,1.10,525.60
Valid,174243,5041.1235,-11914.0410,8,1.10,525.60
Valid,174244,5041.1235,-11914.0410,8,1.10,525.60
Valid,174245,5041.1235,-11914.0410,8,1.10,525.60
Valid,174246,5041.1235,-11914.0410,8,1.10,525.60
Valid,174247,5041.1235,-11914.0410,8,1.10,525.60
Valid,174248,5041.1235,-11914.0410,8,1.10,525.50
Valid,174249,5041.1235,-11914.0410,8,1.10,525.50
Valid,174250,5041.1235,-11914.0410,8,1.10,525.50
Valid,174251,5041.1235,-11914.0410,8,1.10,525.50
Valid,174252,5041.1235,-11914.0410,8,1.10,525.50
Valid,174253,5041.1235,-11914.0410,8,1.10,525.40
