Valid,210639,5047.0688,-11917.1140,9,1.00,2238.40
Valid,210641,5047.1172,-11917.1690,9,1.00,2239.30
Valid,210642,5047.1411,-11917.1960,9,1.00,2237.00
Valid,210643,5047.1641,-11917.2240,9,1.00,2236.00
Valid,210644,5047.1870,-11917.2490,9,1.00,2235.40
Valid,210645,5047.2095,-11917.2750,9,1.00,2234.80
Valid,210646,5047.2314,-11917.3020,9,1.00,2234.40
Valid,210647,5047.2539,-11917.3270,9,1.00,2233.50
Valid,210648,5047.2769,-11917.3530,9,1.00,2232.40
Valid,210649,5047.2993,-11917.3780,9,1.00,2231.00
Valid,210650,5047.3218,-11917.4040,9,1.00,2229.50
Valid,210651,5047.3447,-11917.4310,9,1.00,2227.80
Valid,210652,5047.3677,-11917.4570,9,1.00,2226.00
Valid,210653,5047.3906,-11917.4830,9,1.00,2224.10
Valid,210654,5047.4136,-11917.5100,9,1.00,2221.90
Valid,210655,5047.4360,-11917.5360,9,1.00,2219.80
Valid,210656,5047.4595,-11917.5620,9,1.00,2217.50
Valid,210657,5047.4824,-11917.5870,9,1.00,2215.10
Valid,210658,5047.5063,-11917.6110,9,1.00,2212.80
Valid,210659,5047.5298,-11917.6380,9,1.00,2210.30
Valid,210700,5047.5532,-11917.6630,9,1.00,2208.10
Valid,210701,5047.5767,-11917.6880,9,1.00,2206.00
Valid,210702,5047.6001,-11917.7140,9,1.00,2203.70
Valid,210703,5047.6240,-11917.7390,9,1.00,2201.30
Valid,210704,5047.6479,-11917.7650,9,1.00,2199.10
Valid,210705,5047.6714,-11917.7910,9,1.00,2197.00
Valid,210706,5047.6953,-11917.8180,9,1.00,2195.30
Valid,210707,5047.7192,-11917.8450,9,1.00,2193.60
Valid,210708,5047.7432,-11917.8710,9,1.00,2192.10
Valid,210709,5047.7671,-11917.8980,9,1.00,2190.30
Valid,210710,5047.7910,-11917.9260,9,1.00,2188.70
Valid,210711,5047.8149,-11917.9520,9,1.00,2187.10
Valid,210712,5047.8389,-11917.9790,9,1.00,2185.80
