Not valid,235947,0.0000,-0.0000,0,0.00,58.00
Not valid,235948,0.0000,-0.0000,0,0.00,5.00
Not valid,235949,0.0000,-0.0000,0,0.00,5.00
Not valid,235950,0.0000,-0.0000,0,0.00,55.00
Not valid,235951,0.0000,-0.0000,0,0.00,54.00
Not valid,235952,0.0000,-0.0000,0,0.00,57.00
Not valid,235953,0.0000,-0.0000,0,0.00,56.00
Not valid,235954,0.0000,-0.0000,0,0.00,51.00
Not valid,235955,0.0000,-0.0000,0,0.00,50.00
Not valid,235956,0.0000,-0.0000,0,0.00,53.00
Not valid,235957,0.0000,-0.0000,0,0.00,52.00
Not valid,235958,0.0000,-0.0000,0,0.00,5.00
Not valid,235959,0.0000,-0.0000,0,0.00,5.00
Not valid,210459,0.0000,-0.0000,0,0.00,5.00
Not valid,210500,0.0000,-0.0000,0,0.00,56.00
Not valid,210501,0.0000,-0.0000,0,0.00,50.00
Not valid,210502,0.0000,-0.0000,0,0.00,53.00
Not valid,210503,0.0000,-0.0000,0,0.00,52.00
Not valid,210504,0.0000,-0.0000,0,0.00,55.00
Not valid,210505,0.0000,-0.0000,0,0.00,54.00
Not valid,210506,0.0000,-0.0000,0,0.00,57.00
Not valid,210507,0.0000,-0.0000,0,0.00,56.00
Not valid,210508,0.0000,-0.0000,0,0.00,0.00
Not valid,210509,0.0000,-0.0000,0,0.00,58.00
Not valid,210510,0.0000,-0.0000,0,0.00,50.00
Not valid,210511,0.0000,-0.0000,0,0.00,51.00
Not valid,210512,0.0000,-0.0000,0,0.00,52.00
Not valid,210513,0.0000,-0.0000,0,0.00,53.00
Not valid,210514,0.0000,-0.0000,0,0.00,54.00
Not valid,210515,0.0000,-0.0000,0,0.00,55.00
Not valid,210516,0.0000,-0.0000,0,0.00,51.00
Not valid,210517,0.0000,-0.0000,0,0.00,50.00
Not valid,210518,0.0000,-0.0000,0,0.00,5.00
Not valid,210519,0.0000,-0.0000,0,0.00,5.00
Not valid,210520,0.0000,-0.0000,0,0.00,54.00
Valid,210521,5045.5562,-11915.3020,9,1.00,2192.40
Valid,210522,5045.5771,-11915.3190,9,1.00,2190.40
Valid,210523,5045.5952,-11915.3340,9,1.00,2189.20
Valid,210524,5045.6162,-11915.3530,9,1.00,2187.90
Valid,210525,5045.6362,-11915.3730,9,1.00,2186.70
Valid,210526,5045.6558,-11915.3940,9,1.00,2185.90
Valid,210527,5045.6748,-11915.4150,9,1.00,2184.60
Valid,210528,5045.6929,-11915.4380,9,1.00,2182.50
Valid,210529,5045.7109,-11915.4610,9,1.00,2180.30
Valid,210530,5045.7280,-11915.4860,9,1.00,2178.30
Valid,210531,5045.7456,-11915.5110,9,1.00,2176.90
Valid,210532,5045.7637,-11915.5350,9,1.00,2175.30
Valid,210533,5045.7817,-11915.5590,9,1.00,2174.00
Valid,210534,5045.8003,-11915.5830,9,1.00,2173.10
Valid,210535,5045.8188,-11915.6070,9,1.00,2172.80
Valid,210536,5045.8379,-11915.6310,9,1.00,2173.00
Valid,210537,5045.8569,-11915.6540,9,1.00,2173.80
Valid,210538,5045.8765,-11915.6780,9,1.00,2175.10
Valid,210539,5045.8960,-11915.7000,9,1.00,2177.10
Valid,210540,5045.9155,-11915.7240,9,1.00,2179.60
Valid,210541,5045.9346,-11915.7460,9,1.00,2182.30
Valid,210542,5045.9541,-11915.7680,9,1.00,2185.00
Valid,210543,5045.9736,-11915.7890,9,1.00,2187.00
Valid,210544,5045.9932,-11915.8110,9,1.00,2188.60
Valid,210545,5046.0122,-11915.8330,9,1.00,2190.50
