Not valid,235947,0.0000,-0.0000,0,0.00,5.00
Not valid,235948,0.0000,-0.0000,0,0.00,5.00
Not valid,235949,0.0000,-0.0000,0,0.00,5.00
Not valid,235950,0.0000,-0.0000,0,0.00,55.00
Not valid,235951,0.0000,-0.0000,0,0.00,54.00
Not valid,235952,0.0000,-0.0000,0,0.00,57.00
Not valid,235953,0.0000,-0.0000,0,0.00,56.00
Not valid,235954,0.0000,-0.0000,0,0.00,51.00
Not valid,235955,0.0000,-0.0000,0,0.00,50.00
Not valid,235956,0.0000,-0.0000,0,0.00,53.00
Not valid,210240,0.0000,-0.0000,0,0.00,5.00
Not valid,210241,0.0000,-0.0000,0,0.00,56.00
Not valid,210242,0.0000,-0.0000,0,0.00,55.00
Not valid,210243,0.0000,-0.0000,0,0.00,54.00
Not valid,210244,0.0000,-0.0000,0,0.00,53.00
Not valid,210245,0.0000,-0.0000,0,0.00,59.00
Not valid,210246,0.0000,-0.0000,0,0.00,51.00
Not valid,210247,0.0000,-0.0000,0,0.00,50.00
Not valid,210248,0.0000,-0.0000,0,0.00,5.00
Not valid,210249,0.0000,-0.0000,0,0.00,5.00
Not valid,210250,0.0000,-0.0000,0,0.00,56.00
Not valid,210251,0.0000,-0.0000,0,0.00,57.00
Not valid,210252,0.0000,-0.0000,0,0.00,54.00
Not valid,210253,0.0000,-0.0000,0,0.00,55.00
Not valid,210254,0.0000,-0.0000,0,0.00,52.00
Not valid,210255,0.0000,-0.0000,0,0.00,53.00
Not valid,210256,0.0000,-0.0000,0,0.00,50.00
Not valid,210257,0.0000,-0.0000,0,0.00,51.00
Not valid,210258,0.0000,-0.0000,0,0.00,5.00
Not valid,210259,0.0000,-0.0000,0,0.00,5.00
Not valid,210300,0.0000,-0.0000,0,0.00,59.00
Not valid,210301,0.0000,-0.0000,0,0.00,53.00
Not valid,210302,0.0000,-0.0000,0,0.00,50.00
Valid,210303,5042.8506,-11913.0290,9,1.00,2057.90
Valid,210304,5042.8682,-11913.0450,9,1.00,2059.90
Valid,210306,5042.8896,-11913.0630,9,1.00,2063.60
Valid,210307,5042.9072,-11913.0780,9,1.00,2066.90
Valid,210308,5042.9258,-11913.0940,9,1.00,2070.40
Valid,210309,5042.9443,-11913.1090,9,1.00,2073.90
Valid,210310,5042.9624,-11913.1250,9,1.00,2077.20
Valid,210311,5042.9805,-11913.1410,9,1.00,2080.60
Valid,210312,5042.9985,-11913.1560,9,1.00,2084.00
Valid,210313,5043.0166,-11913.1720,9,1.00,2087.30
Valid,210314,5043.0347,-11913.1880,9,1.00,2090.40
Valid,210315,5043.0522,-11913.2040,9,1.00,2093.30
Valid,210316,5043.0698,-11913.2220,9,1.00,2095.70
Valid,210317,5043.0869,-11913.2380,9,1.00,2097.60
Valid,210318,5043.1040,-11913.2560,9,1.00,2099.30
Valid,210319,5043.1216,-11913.2730,9,1.00,2101.20
Valid,210320,5043.1387,-11913.2910,9,1.00,2103.20
Valid,210321,5043.1563,-11913.3090,9,1.00,2105.50
Valid,210322,5043.1738,-11913.3260,9,1.00,2107.70
Valid,210323,5043.1914,-11913.3430,9,1.00,2110.10
Valid,210324,5043.2090,-11913.3600,9,1.00,2112.60
Valid,210325,5043.2271,-11913.3770,9,1.00,2115.00
Valid,210326,5043.2451,-11913.3950,9,1.00,2117.70
Valid,210328,5043.2813,-11913.4300,9,1.00,2124.00
Valid,210329,5043.2993,-11913.4480,9,1.00,2127.60
Valid,210330,5043.3179,-11913.4660,9,1.00,2131.20
Valid,210331,5043.3364,-11913.4830,9,1.00,2135.10
Valid,210332,5043.3545,-11913.5010,9,1.00,2139.20
Valid,210333,5043.3726,-11913.5200,9,1.00,2143.50
Valid,210334,5043.3911,-11913.5380,9,1.00,2147.50
Valid,210335,5043.4092,-11913.5570,9,1.00,2151.60
Valid,210336,5043.4272,-11913.5750,9,1.00,2155.50
Valid,210337,5043.4458,-11913.5940,9,1.00,2159.00
Valid,210338,5043.4644,-11913.6110,9,1.00,2162.30
Valid,210339,5043.4824,-11913.6300,9,1.00,2165.20
Valid,210340,5043.5000,-11913.6480,9,1.00,2167.90
Valid,210341,5043.5186,-11913.6670,9,1.00,2170.30
Valid,210342,5043.5366,-11913.6860,9,1.00,2172.60
Valid,210343,5043.5547,-11913.7040,9,1.00,2174.80
Valid,210344,5043.5732,-11913.7230,9,1.00,2177.00
Valid,210345,5043.5908,-11913.7410,9,1.00,2179.10
Valid,210346,5043.6094,-11913.7610,9,1.00,2181.10
Valid,210347,5043.6274,-11913.7790,9,1.00,2183.30
Valid,210348,5043.6460,-11913.7980,9,1.00,2185.10
Valid,210349,5043.6641,-11913.8180,9,1.00,2187.00
Valid,210350,5043.6821,-11913.8370,9,1.00,2189.00
Valid,210351,5043.7007,-11913.8550,9,1.00,2190.80
Valid,210352,5043.7188,-11913.8750,9,1.00,2192.40
Valid,210353,5043.7368,-11913.8940,9,1.00,2193.80
Valid,210354,5043.7559,-11913.9120,9,1.00,2194.80
Valid,210355,5043.7744,-11913.9300,9,1.00,2195.50
Valid,210356,5043.7925,-11913.9480,9,1.00,2196.10
Valid,210357,5043.8110,-11913.9660,9,1.00,2196.90
Valid,210358,5043.8301,-11913.9840,9,1.00,2197.50
Valid,210359,5043.8481,-11914.0020,9,1.00,2198.10
Valid,210400,5043.8677,-11914.0200,9,1.00,2198.70
Valid,210401,5043.8862,-11914.0360,9,1.00,2199.40
Valid,210402,5043.9053,-11914.0540,9,1.00,2200.10
Valid,210403,5043.9243,-11914.0720,9,1.00,2200.70
Valid,210404,5043.9429,-11914.0900,9,1.00,2201.10
Valid,210405,5043.9619,-11914.1080,9,1.00,2201.10
Valid,210406,5043.9805,-11914.1270,9,1.00,2200.70
Valid,210407,5043.9990,-11914.1460,9,1.00,2199.90
Valid,210408,5044.0181,-11914.1650,9,1.00,2198.50
